Code,Wards (2016),Health Indicator,value
E05000172,Dormers Wells; Ealing,Admissions for injuries in under 5s,116.3
E05000173,Ealing Broadway; Ealing,Admissions for injuries in under 5s,75.2
E05000174,Ealing Common; Ealing,Admissions for injuries in under 5s,98.9
E05000175,East Acton; Ealing,Admissions for injuries in under 5s,84.7
E05000176,Elthorne; Ealing,Admissions for injuries in under 5s,104.3
E05000177,Greenford Broadway; Ealing,Admissions for injuries in under 5s,93.1
E05000178,Greenford Green; Ealing,Admissions for injuries in under 5s,97.2
E05000179,Hanger Hill; Ealing,Admissions for injuries in under 5s,67.1
E05000180,Hobbayne; Ealing,Admissions for injuries in under 5s,84.9
E05000181,Lady Margaret; Ealing,Admissions for injuries in under 5s,93.3
E05000182,Northfield; Ealing,Admissions for injuries in under 5s,95.6
E05000183,North Greenford; Ealing,Admissions for injuries in under 5s,86.9
E05000184,Northolt Mandeville; Ealing,Admissions for injuries in under 5s,95.7
E05000185,Northolt West End; Ealing,Admissions for injuries in under 5s,114.3
E05000186,Norwood Green; Ealing,Admissions for injuries in under 5s,93.8
E05000187,Perivale; Ealing,Admissions for injuries in under 5s,94.8
E05000188,South Acton; Ealing,Admissions for injuries in under 5s,75.1
E05000189,Southall Broadway; Ealing,Admissions for injuries in under 5s,130.2
E05000190,Southall Green; Ealing,Admissions for injuries in under 5s,117.9
E05000191,Southfield; Ealing,Admissions for injuries in under 5s,108.7
E05000192,Walpole; Ealing,Admissions for injuries in under 5s,97.4
E05000193,Bowes; Enfield,Admissions for injuries in under 5s,121.9
E05000194,Bush Hill Park; Enfield,Admissions for injuries in under 5s,118.4
E05000195,Chase; Enfield,Admissions for injuries in under 5s,93.7
E05000196,Cockfosters; Enfield,Admissions for injuries in under 5s,90.1
E05000197,Edmonton Green; Enfield,Admissions for injuries in under 5s,119.2
E05000198,Enfield Highway; Enfield,Admissions for injuries in under 5s,127.4
E05000199,Enfield Lock; Enfield,Admissions for injuries in under 5s,120.7
E05000200,Grange; Enfield,Admissions for injuries in under 5s,118.2
E05000201,Haselbury; Enfield,Admissions for injuries in under 5s,123.2
E05000202,Highlands; Enfield,Admissions for injuries in under 5s,109.6
E05000203,Jubilee; Enfield,Admissions for injuries in under 5s,125.7
E05000204,Lower Edmonton; Enfield,Admissions for injuries in under 5s,110.6
E05000205,Palmers Green; Enfield,Admissions for injuries in under 5s,116.8
E05000206,Ponders End; Enfield,Admissions for injuries in under 5s,120.8
E05000207,Southbury; Enfield,Admissions for injuries in under 5s,108
E05000208,Southgate; Enfield,Admissions for injuries in under 5s,94.7
E05000209,Southgate Green; Enfield,Admissions for injuries in under 5s,102.6
E05000210,Town; Enfield,Admissions for injuries in under 5s,119.2
E05000211,Turkey Street; Enfield,Admissions for injuries in under 5s,119.6
E05000212,Upper Edmonton; Enfield,Admissions for injuries in under 5s,137
E05000213,Winchmore Hill; Enfield,Admissions for injuries in under 5s,104.5
E05000214,Abbey Wood; Greenwich,Admissions for injuries in under 5s,105
E05000215,Blackheath Westcombe; Greenwich,Admissions for injuries in under 5s,107.8
E05000216,Charlton; Greenwich,Admissions for injuries in under 5s,121.4
E05000217,Coldharbour and New Eltham; Greenwich,Admissions for injuries in under 5s,146.7
E05000218,Eltham North; Greenwich,Admissions for injuries in under 5s,119.9
E05000219,Eltham South; Greenwich,Admissions for injuries in under 5s,134.6
E05000220,Eltham West; Greenwich,Admissions for injuries in under 5s,108.3
E05000221,Glyndon; Greenwich,Admissions for injuries in under 5s,118.5
E05000222,Greenwich West; Greenwich,Admissions for injuries in under 5s,95.1
E05000223,Kidbrooke with Hornfair; Greenwich,Admissions for injuries in under 5s,114.8
E05000224,Middle Park and Sutcliffe; Greenwich,Admissions for injuries in under 5s,129.5
E05000225,Peninsula; Greenwich,Admissions for injuries in under 5s,115.4
E05000226,Plumstead; Greenwich,Admissions for injuries in under 5s,139.4
E05000227,Shooters Hill; Greenwich,Admissions for injuries in under 5s,118.7
E05000228,Thamesmead Moorings; Greenwich,Admissions for injuries in under 5s,120.7
E05000229,Woolwich Common; Greenwich,Admissions for injuries in under 5s,125.8
E05000230,Woolwich Riverside; Greenwich,Admissions for injuries in under 5s,104.9
E05000250,Addison; Hammersmith and Fulham,Admissions for injuries in under 5s,88.9
E05000251,Askew; Hammersmith and Fulham,Admissions for injuries in under 5s,71.7
E05000252,Avonmore and Brook Green; Hammersmith and Fulham,Admissions for injuries in under 5s,79.2
E05000253,College Park and Old Oak; Hammersmith and Fulham,Admissions for injuries in under 5s,89.1
E05000254,Fulham Broadway; Hammersmith and Fulham,Admissions for injuries in under 5s,83
E05000255,Fulham Reach; Hammersmith and Fulham,Admissions for injuries in under 5s,93.5
E05000256,Hammersmith Broadway; Hammersmith and Fulham,Admissions for injuries in under 5s,100.2
E05000257,Munster; Hammersmith and Fulham,Admissions for injuries in under 5s,78
E05000258,North End; Hammersmith and Fulham,Admissions for injuries in under 5s,82.6
E05000259,Palace Riverside; Hammersmith and Fulham,Admissions for injuries in under 5s,91.4
E05000260,Parsons Green and Walham; Hammersmith and Fulham,Admissions for injuries in under 5s,101.6
E05000261,Ravenscourt Park; Hammersmith and Fulham,Admissions for injuries in under 5s,114.8
E05000262,Sands End; Hammersmith and Fulham,Admissions for injuries in under 5s,122
E05000263,Shepherd's Bush Green; Hammersmith and Fulham,Admissions for injuries in under 5s,83
E05000264,Town; Hammersmith and Fulham,Admissions for injuries in under 5s,120.2
E05000265,Wormholt and White City; Hammersmith and Fulham,Admissions for injuries in under 5s,102.3
E05000266,Alexandra; Haringey,Admissions for injuries in under 5s,78.6
E05000267,Bounds Green; Haringey,Admissions for injuries in under 5s,104
E05000268,Bruce Grove; Haringey,Admissions for injuries in under 5s,126.4
E05000269,Crouch End; Haringey,Admissions for injuries in under 5s,86.7
E05000270,Fortis Green; Haringey,Admissions for injuries in under 5s,63.7
E05000271,Harringay; Haringey,Admissions for injuries in under 5s,56.6
E05000272,Highgate; Haringey,Admissions for injuries in under 5s,72.6
E05000273,Hornsey; Haringey,Admissions for injuries in under 5s,110.5
E05000274,Muswell Hill; Haringey,Admissions for injuries in under 5s,93.9
E05000275,Noel Park; Haringey,Admissions for injuries in under 5s,112.1
E05000276,Northumberland Park; Haringey,Admissions for injuries in under 5s,115.3
E05000277,St Ann's; Haringey,Admissions for injuries in under 5s,133.1
E05000278,Seven Sisters; Haringey,Admissions for injuries in under 5s,125.9
E05000279,Stroud Green; Haringey,Admissions for injuries in under 5s,75.4
E05000280,Tottenham Green; Haringey,Admissions for injuries in under 5s,125.5
E05000281,Tottenham Hale; Haringey,Admissions for injuries in under 5s,112
E05000282,West Green; Haringey,Admissions for injuries in under 5s,114.3
E05000283,White Hart Lane; Haringey,Admissions for injuries in under 5s,145.7
E05000284,Woodside; Haringey,Admissions for injuries in under 5s,109
E05000285,Belmont; Harrow,Admissions for injuries in under 5s,89.1
E05000286,Canons; Harrow,Admissions for injuries in under 5s,105.2
E05000287,Edgware; Harrow,Admissions for injuries in under 5s,74.4
E05000288,Greenhill; Harrow,Admissions for injuries in under 5s,139
E05000289,Harrow on the Hill; Harrow,Admissions for injuries in under 5s,95.8
E05000290,Harrow Weald; Harrow,Admissions for injuries in under 5s,107.4
E05000291,Hatch End; Harrow,Admissions for injuries in under 5s,119.1
E05000292,Headstone North; Harrow,Admissions for injuries in under 5s,129.5
E05000293,Headstone South; Harrow,Admissions for injuries in under 5s,119.2
E05000294,Kenton East; Harrow,Admissions for injuries in under 5s,107.3
E05000295,Kenton West; Harrow,Admissions for injuries in under 5s,99.6
E05000296,Marlborough; Harrow,Admissions for injuries in under 5s,113.6
E05000297,Pinner; Harrow,Admissions for injuries in under 5s,78.8
E05000298,Pinner South; Harrow,Admissions for injuries in under 5s,129.1
E05000299,Queensbury; Harrow,Admissions for injuries in under 5s,87.6
E05000300,Rayners Lane; Harrow,Admissions for injuries in under 5s,104.9
E05000301,Roxbourne; Harrow,Admissions for injuries in under 5s,98.8
E05000302,Roxeth; Harrow,Admissions for injuries in under 5s,110.2
E05000303,Stanmore Park; Harrow,Admissions for injuries in under 5s,75.9
E05000304,Wealdstone; Harrow,Admissions for injuries in under 5s,133.5
E05000305,West Harrow; Harrow,Admissions for injuries in under 5s,113.4
E05000306,Brooklands; Havering,Admissions for injuries in under 5s,102.8
E05000307,Cranham; Havering,Admissions for injuries in under 5s,96.7
E05000308,Elm Park; Havering,Admissions for injuries in under 5s,99.5
E05000309,Emerson Park; Havering,Admissions for injuries in under 5s,94.8
E05000310,Gooshays; Havering,Admissions for injuries in under 5s,124.6
E05000311,Hacton; Havering,Admissions for injuries in under 5s,112.3
E05000312,Harold Wood; Havering,Admissions for injuries in under 5s,100.9
E05000313,Havering Park; Havering,Admissions for injuries in under 5s,105.6
E05000314,Heaton; Havering,Admissions for injuries in under 5s,123.1
E05000315,Hylands; Havering,Admissions for injuries in under 5s,109.4
E05000316,Mawneys; Havering,Admissions for injuries in under 5s,112.4
E05000317,Pettits; Havering,Admissions for injuries in under 5s,112.8
E05000318,Rainham and Wennington; Havering,Admissions for injuries in under 5s,143.3
E05000319,Romford Town; Havering,Admissions for injuries in under 5s,121
E05000320,St Andrew's; Havering,Admissions for injuries in under 5s,103.7
E05000321,South Hornchurch; Havering,Admissions for injuries in under 5s,142.2
E05000322,Squirrel's Heath; Havering,Admissions for injuries in under 5s,104.9
E05000323,Upminster; Havering,Admissions for injuries in under 5s,67.9
E05000324,Barnhill; Hillingdon,Admissions for injuries in under 5s,106.7
E05000325,Botwell; Hillingdon,Admissions for injuries in under 5s,131.7
E05000326,Brunel; Hillingdon,Admissions for injuries in under 5s,104.8
E05000327,Cavendish; Hillingdon,Admissions for injuries in under 5s,110.7
E05000328,Charville; Hillingdon,Admissions for injuries in under 5s,115.9
E05000329,Eastcote and East Ruislip; Hillingdon,Admissions for injuries in under 5s,87.7
E05000330,Harefield; Hillingdon,Admissions for injuries in under 5s,98.9
E05000331,Heathrow Villages; Hillingdon,Admissions for injuries in under 5s,112.2
E05000332,Hillingdon East; Hillingdon,Admissions for injuries in under 5s,104.1
E05000333,Ickenham; Hillingdon,Admissions for injuries in under 5s,126.6
E05000334,Manor; Hillingdon,Admissions for injuries in under 5s,100.7
E05000335,Northwood; Hillingdon,Admissions for injuries in under 5s,81.5
E05000336,Northwood Hills; Hillingdon,Admissions for injuries in under 5s,84.4
E05000337,Pinkwell; Hillingdon,Admissions for injuries in under 5s,95.4
E05000338,South Ruislip; Hillingdon,Admissions for injuries in under 5s,86.4
E05000339,Townfield; Hillingdon,Admissions for injuries in under 5s,127.3
E05000340,Uxbridge North; Hillingdon,Admissions for injuries in under 5s,103.1
E05000341,Uxbridge South; Hillingdon,Admissions for injuries in under 5s,104.4
E05000342,West Drayton; Hillingdon,Admissions for injuries in under 5s,105.1
E05000343,West Ruislip; Hillingdon,Admissions for injuries in under 5s,111.2
E05000344,Yeading; Hillingdon,Admissions for injuries in under 5s,101.8
E05000345,Yiewsley; Hillingdon,Admissions for injuries in under 5s,145.8
E05000346,Bedfont; Hounslow,Admissions for injuries in under 5s,102
E05000347,Brentford; Hounslow,Admissions for injuries in under 5s,82.7
E05000348,Chiswick Homefields; Hounslow,Admissions for injuries in under 5s,102
E05000349,Chiswick Riverside; Hounslow,Admissions for injuries in under 5s,108.5
E05000350,Cranford; Hounslow,Admissions for injuries in under 5s,81.9
E05000351,Feltham North; Hounslow,Admissions for injuries in under 5s,105.4
E05000352,Feltham West; Hounslow,Admissions for injuries in under 5s,89.1
E05000353,Hanworth; Hounslow,Admissions for injuries in under 5s,98.4
E05000354,Hanworth Park; Hounslow,Admissions for injuries in under 5s,104.3
E05000355,Heston Central; Hounslow,Admissions for injuries in under 5s,108.9
E05000356,Heston East; Hounslow,Admissions for injuries in under 5s,100.6
E05000357,Heston West; Hounslow,Admissions for injuries in under 5s,102.7
E05000358,Hounslow Central; Hounslow,Admissions for injuries in under 5s,97.9
E05000359,Hounslow Heath; Hounslow,Admissions for injuries in under 5s,102.2
E05000360,Hounslow South; Hounslow,Admissions for injuries in under 5s,77.5
E05000361,Hounslow West; Hounslow,Admissions for injuries in under 5s,100.1
E05000362,Isleworth; Hounslow,Admissions for injuries in under 5s,110.2
E05000363,Osterley and Spring Grove; Hounslow,Admissions for injuries in under 5s,87.7
E05000364,Syon; Hounslow,Admissions for injuries in under 5s,90.7
E05000365,Turnham Green; Hounslow,Admissions for injuries in under 5s,100.2
E05000366,Barnsbury; Islington,Admissions for injuries in under 5s,107.3
E05000367,Bunhill; Islington,Admissions for injuries in under 5s,113
E05000368,Caledonian; Islington,Admissions for injuries in under 5s,118.7
E05000369,Canonbury; Islington,Admissions for injuries in under 5s,98.9
E05000370,Clerkenwell; Islington,Admissions for injuries in under 5s,107.5
E05000371,Finsbury Park; Islington,Admissions for injuries in under 5s,94.8
E05000372,Highbury East; Islington,Admissions for injuries in under 5s,89.9
E05000373,Highbury West; Islington,Admissions for injuries in under 5s,100.1
E05000374,Hillrise; Islington,Admissions for injuries in under 5s,94.6
E05000375,Holloway; Islington,Admissions for injuries in under 5s,105.4
E05000376,Junction; Islington,Admissions for injuries in under 5s,92.7
E05000377,Mildmay; Islington,Admissions for injuries in under 5s,98.3
E05000378,St George's; Islington,Admissions for injuries in under 5s,98.5
E05000379,St Mary's; Islington,Admissions for injuries in under 5s,93.9
E05000380,St Peter's; Islington,Admissions for injuries in under 5s,109.5
E05000381,Tollington; Islington,Admissions for injuries in under 5s,112.8
E05000400,Alexandra; Kingston upon Thames,Admissions for injuries in under 5s,90.3
E05000401,Berrylands; Kingston upon Thames,Admissions for injuries in under 5s,98.3
E05000402,Beverley; Kingston upon Thames,Admissions for injuries in under 5s,92.8
E05000403,Canbury; Kingston upon Thames,Admissions for injuries in under 5s,96.5
E05000404,Chessington North and Hook; Kingston upon Thames,Admissions for injuries in under 5s,118.6
E05000405,Chessington South; Kingston upon Thames,Admissions for injuries in under 5s,106.1
E05000406,Coombe Hill; Kingston upon Thames,Admissions for injuries in under 5s,111.8
E05000407,Coombe Vale; Kingston upon Thames,Admissions for injuries in under 5s,105.9
E05000408,Grove; Kingston upon Thames,Admissions for injuries in under 5s,97.9
E05000409,Norbiton; Kingston upon Thames,Admissions for injuries in under 5s,110.3
E05000410,Old Malden; Kingston upon Thames,Admissions for injuries in under 5s,103.2
E05000411,St James; Kingston upon Thames,Admissions for injuries in under 5s,92.9
E05000412,St Mark's; Kingston upon Thames,Admissions for injuries in under 5s,86.1
E05000413,Surbiton Hill; Kingston upon Thames,Admissions for injuries in under 5s,90.7
E05000414,Tolworth and Hook Rise; Kingston upon Thames,Admissions for injuries in under 5s,110
E05000415,Tudor; Kingston upon Thames,Admissions for injuries in under 5s,105.3
E05000416,Bishop's; Lambeth,Admissions for injuries in under 5s,111.7
E05000417,Brixton Hill; Lambeth,Admissions for injuries in under 5s,119.5
E05000418,Clapham Common; Lambeth,Admissions for injuries in under 5s,117.5
E05000419,Clapham Town; Lambeth,Admissions for injuries in under 5s,80.4
E05000420,Coldharbour; Lambeth,Admissions for injuries in under 5s,118
E05000421,Ferndale; Lambeth,Admissions for injuries in under 5s,114.6
E05000422,Gipsy Hill; Lambeth,Admissions for injuries in under 5s,141.4
